rating,roaster,bean,location,origin,roast_level,agtron,est_price,review_date,aroma,body,flavor,aftertaste,with_milk,acid_structure,acidity,blind_assessment,notes,who_should_drink,bottom_line
88,San Francisco Coffee,Cable Car Blend,"Kuala Lumpur, Malaysia",Not disclosed.,Dark,34/37,,2002-04-01,8,7,7,,8,,,"An appealing combination of orange, chocolate, and floral notes shimmer in the small cup, though shadowed by a roasty sharpness. Milk rounds the cup nicely, however, turning the citrus and floral notes into a crisp, toasty chocolate. Fades slightly in big milk. (87 straight espresso, 89 w/milk)","San Francisco Coffee is Malaysia's only specialty coffee roaster, an Asian-based original that is taking on outsiders from the United States and Australia with panache and considerable success. It recently expanded its business to Manila. Cable Car Blend is its house espresso. Visit www.sanfranciscocoffee.com or call +60-3-2166-7322 for more info.","More complex at the top than most espresso blends, but a little light at the bottom, which makes it a nice choice for short milk drinks like the cappuccino.",
88,Bucks County Coffee,Costa Rica Tres Rios,"Langhorne, Pennsylvania","Tres Rios growing region, Costa Rica.",Medium-Dark,53/46,,2002-06-01,8,8,7,,,,7,"For Ken (rating 86) this coffee is ""classic but rather blunt. Pear and caramel notes in the nose but little nuance in the cup."" Kevin (rating 90) acknowledges its limitations, but admires it greatly nonetheless: ""Floral and caramel aromatic notes, medium-full body. Not complex but beautifully balanced, showing further sweetness as it cools.""",Bucks County Coffee has managed to stay close to its micro-roasting roots throughout its expansion from a small roasting machine in a carriage house to one of the country's largest regional specialty coffee chains.  Visit www.buckscountycoffee.com or call 800-844-8790 for more info.,"Classicists who value the simple, intact gesture over the complex and ambiguous.",
88,Flying Goat Coffee,"Costa Rica La Magnolia, 2000/01 crop","Healdsburg, California",,Medium-Dark,49/47,,2002-06-01,8,7,8,,,,8,"Ken's favorite (rating 90) in the cupping: ""Richly acidy and roundly sweet. Grace notes suggest cocoa swooning toward lushly fruity pipe tobacco."" Kevin (rating 86) seems a bit put off by its departure from the Costa Rica norm: ""Lovely caramel aroma, medium-full body, lush bittersweet chocolate flavors that made me wonder which part of Guatemala this Costa Rica was grown in. Hedonistic rather than cerebral in its appeal; delightfully atypical.""","This coffee, from last year's crop, is grown on one of numerous small, well manicured farms on the eastern outskirts of San Jose, Costa Rica's capital.  It came through rather well, perhaps because it was stored in the relatively cool, almost ideal coffee-storing climate of the San Francisco Bay Area. Flying Goat Coffee is a boutique retail/wholesale roaster located in the wine country of northern California. Visit www.flyinggoatcoffee.com or call 800-675-3599 for more info.","Hedonists, obviously, and I guess I'm one, given my high rating of this sweet, complex coffee.",
88,Neighbors Coffee,Costa Rican Escazu,"Oklahoma City, Oklahoma",,Medium-Dark,47/44,,2002-06-01,7,7,8,,,,7,"For Ken (rating 87), ""clean, crisp, but rich. Chocolate in the nose, flowers and citrus in the cup."" Kevin (rating 89) writes: ""Caramel and nut, fresh, clean, sweet. Not a powerhouse, but subtle, velvety and elegant - all Costa Rica virtues.""","Escazu is a western suburb of San Jose, Costa Rica's capital.  Over the past three decades Neighbors Coffee has evolved from office coffee service to major regional wholesale specialty roaster offering an impressive range of single-origin and blended coffees. Visit www.neighborscoffee.com or call 800-299-9016 for more info.",Lovers of simple clothing cut from rich materials.,
87,Café Britt,"Costa Rica Whole Bean, Espresso Roast","Heredia, Costa Rica",,Medium-Dark,45/41,,2002-06-01,8,7,8,,,,7,"Ken (rating 87) praises this ""high-toned, crisply balanced dark roast with a shimmer of grapefruit in the nose and chocolate in the cup."" Kevin (rating 87) also likes it: ""Excellent deep-but-not-dark-roast coffee. Syrupy depth, creamy body, good supporting acidity, rich cocoa and nut flavors.""","Café Britt is a pioneering Costa-Rica-based specialty coffee roaster that successfully combines coffee tourism at its mill outside San Jose, Costa Rica with production of skillfully sourced and roasted Costa Rica coffee. Visit www.cafebritt.com or call 800-462-7488 for more info.",Those who enjoy a balanced roast taste that complements rather than dominates the coffee.,
92,Devon Plantations,India Badnekhan Estate,"Bangalore, India","Chikmagalur growing region, southern India",Medium-Dark,47/NA,,2002-08-01,9,7,9,,,,8,"""Bright, acidy, but luxuriously sweet -- high-toned, citrusy fruit suggests grapefruit. Slightly astringent in the finish but richly so (rating 88)."" Chris really liked this coffee, awarding it a rating of 96: ""Started things off right with a mouthwatering floral and citrus aroma. Very much the lone wolf of the cupping owing to its winey Yirgacheffe/Kenya character.""","Badnekhan Estate is located in the classic Indian growing region of Chikmagalur at an elevation of around 4,000 feet. Produced from trees of the SLN 9 variety, a successful hybrid that incorporates an Ethiopian coffee variety in its heritage, which doubtless contributes to its exotic East Africa character. As a green coffee, winner of the top arabica coffee award in the 2002 Fine Cup competition in Bangalore, India. From the 2001-2002 crop. Currently not available in the United States. Visit www.indiacoffee.org/iicf/22.html for more info.","Anyone interested in a style of India cup that makes a deliciously high-toned, fruity reference to the great coffees of East Africa, but remains singularly itself.",
90,Tata Coffee,India Jumboor Estate MNEB,"Bangalore, India","Coorg growing region, southern India.",Medium-Dark,47/NA,,2002-08-01,8,6,8,,,,7,"Ken's favorite in the cupping: ""Superb balance of dry and sweet tones. Crisp fruit notes suggest temperate fruit, perhaps pears. Slight but not entirely unpleasant bitterness in the finish"" (rating 90). Chris: ""The other stand-alone in the cupping, owing to its medium-intensity East-Africa-style acidity. Begins with suggestions of mandarin orange and dips toward a floral wine finish"" (rating 89).","Jumboor Estate is one of numerous estates associated with Tata Coffee, Asia's largest coffee company and a subsidiary of one of the world's largest tea companies. MNEB is an acronym for Mysore Nuggets Extra Bold, the top grade of India specialty coffee. From trees of Selection 795, a respected hybrid that includes the classic Indian Kents variety in its parentage. From the 2001-2002 crop. As a green coffee, winner of the top specialty coffee award in the 2002 Fine Cup competition in Bangalore, India. Currently not available in the United States. Visit www.tatatea.com for more information on the Tata corporation. Visit www.indiacoffee.org/iicf/22.html for more info.","Lovers of sweetly dry exotic breakfast coffees looking for a distinguished variant on the theme. I settled on pears and Chris on mandarin orange, but we both admired the same exhilaratingly high-toned, crisp-yet-sweet fruit tones.",
86,Nandipura Coffee,India Full City Roast,"Bangalore, India",,Very Dark,45/0,,2002-08-01,8,8,8,,,,6,"Both Ken and Chris find the aromatics and body of this dark roast impressive but the finish distracting. Ken: ""Superb aroma, intense, sweet dark-roast character with shimmers of tart grapefruit and milk chocolate. The roast taste pleasantly dominates in the cup but turns charred in the finish"" (rating 84). Chris: ""Opens with nutty, caramel candy; smooth body in the cup. Cools to a touch of earthy, metallic flavor"" (rating 87).","Nandipura Coffee is a fifth-generation, family-owned coffee company. From the 2001/2002 crop. Visit www.nandipuracoffee.com for more info.","Those who will put up with a problematic finish for the sake of  an impressively aromatic, big-bodied dark-roast cup.",
86,Nandipura Coffee,India Dark Roast,"Bangalore, India",,Very Dark,36/0,,2002-08-01,7,8,7,,,,n/a,"Issues of roast rather than green coffee dominated reactions to this dark roast, with Ken leaning to the critical side and Chris to the positive. Ken: ""Impressively full-bodied, but  bitterly monotoned and heavy rather than round"" (rating 83). Chris acknowledges that ""most of the [attractive] India sweet pepper flavor has been roasted out of this one. However,"" he continues, ""it deserves merit for a skillful roast that brings out sweet creamy coconut tones without contributing a smoky flavor"" (rating 86).","Nandipura Coffee is a fifth-generation, family-owned coffee company. From the 2001/2002 crop.  Visit www.nandipuracoffee.com for more info.","This heavy-bodied, authoritatively roasty coffee definitely should pull its weight in large quantities of milk.",
87,Capricorn Coffee,Italian Roast,"San Francisco, California",,Dark,43/35,,2002-10-01,7,6,8,,,,6,"John Weaver: ""Fast roast, singed beans. Nice flavor though. Quick roast means bright acidity. A little slower roast would benefit this coffee"" (85) Ken: ""Elegant balance of fruity chocolate and leathery roast tones. Some bitterness, but softens toward the finish"" (88).","Capricorn Coffees, founded in 1963, is one of the San Francisco Bay Area's oldest specialty roasting companies.  Visit www.capricorncoffees.com or call 800-541-0758 for more info.","A classic bittersweet ""after dinner"" coffee: The bitterish but attractive roastiness is nicely rounded by fruity chocolate.",
86,Quartermaine Coffee Roasters,Costa Rica,"Rockville, Maryland",,Very Dark,31/32,,2002-10-01,7,7,8,,,,6,"Both John Weaver and Ken admired this coffee's smooth balance, though Ken found a bit more to say about the cup than John, who writes: ""Good, medium-bodied coffee with smooth flavor and aftertaste"" (84). Ken: ""Pleasant balance of subdued acidy and round roast tones, complicated by sweet fruit chocolate, tastes a whole lot like butterscotch in the finish"" (87).","Doka is one of Costa Rica's better-known coffee estates. Quartermaine is a wholesale and retail roaster serving the Washington DC area, and an early East-Coast proponent of Alfred Peet's slow, dark roasting style.  Visit www.quartermaine.com or call 301-230-4600 for more info.",This versatile dark roast should appeal to those who enjoy dark roasts for their seductive smoothness rather than their macho bitterness.,
